Date/Time	Commit Message
20/11/2015 16:31	"*Styled Change Password to match the User Index, linked them two up togther."
20/11/2015 16:18	"*User Edit page done for now, visually. **Requires testing."
20/11/2015 15:24	*Partially through the User Edit page. **Bit messy.
20/11/2015 13:11	*Added functionality to the Admin Index to list Entities and display the count.
20/11/2015 12:32	*Added basic sticky footer to the Standard Layout page.
20/11/2015 12:00	*Added scaffolded Organisation Controller and Views to edit. *Fixed problem with Seed method that was replicating data.
20/11/2015 10:54	*Removed unused Javascript. *Renamed some css classes for consistency.
20/11/2015 10:49	*Added a central Home link.
20/11/2015 10:40	"*Removed UserAdmin, into User and Admin for different purposes. *Added more functionality to the Home group. *Re-done how the Welcome Layout page works, added footer/navigation."
19/11/2015 11:41	*Changed default Login Page. *Added functionality to display Users on the UserAdmin Index.
13/11/2015 00:14	"*Addded FontAwsome. *Minor UI changes. *Renamed the Index to ExternalLogins, as it isn't what I expected."
12/11/2015 23:21	"*Added a new constructor to ApplicationUser, that sets up the relevant User and links the two up. *Fixed a problem with User Index from the Username changes earlier."
12/11/2015 19:51	*Trying to get a default admin user into the database from the seed method.
12/11/2015 18:07	*Updated Entities to adopt the self updating method.
12/11/2015 14:45	*Updated the ApplicationDbContext to include Users (UserExtras). *Added a Username to the Register View/ViewModel. *Changed the Login ViewModel to actually use Username instead of Email.
12/11/2015 14:16	"*Added an Entity Base Class, with Id, Updated and Created. *Locked down the ability to update these values, and added an automatic way of updating it when the User is updated. **Still need to modify the remaining entities."
12/11/2015 12:23	"*Added a link to User from ApplicaitonUser, and a Id string in User to link back to the ApplicationUser. *Migrated the TicketManagementContext into ApplicationContext to remove errors and simplify everything. **Migrates and updates the database."
12/11/2015 11:49	"*Updated MigrationCommands. *Added renaming functionality into ApplicationContext. **Still allows migrations, and tested pushing to the database."
12/11/2015 11:34	"*Separated out IdentityModels into a separate ApplicationUser in Entities and ApplicationDbContext into a separate ApplicationContext, keeps consistency with the layout. **Does enable migrations."
11/11/2015 19:45	*Cleaned up the UserAdminController.
11/11/2015 18:27	"*Separated out some of the User Administration into separate VM, V, C."
11/11/2015 18:10	"*Tested Login and Register (separate pages), and modified change password to follow the same theme."
11/11/2015 17:14	*Transferred functionality from the Account Controller and ViewModel into the User Controller and ViewModel.
09/11/2015 10:56	"*Major thinning, removed the ManageViewModels and ManageController, and Manage Views. *Continued thinning the Account areas, still need to finish this. *Mage name changes to reflect the changes. **Very much broken, need to finish off Account controller and then patch everything back up."
09/11/2015 10:27	*Part way through migrating everything required to a single User Controller and ViewModels file. *Renamed Welcome to User.
09/11/2015 10:16	*Removed files that were no longer being used. *Continued migrating pre-built functionality into own Controller and ViewModels. **Last commit before mass deletion.
07/11/2015 22:45	*Welcome Index is looking better. *Moved Register functionality into a partial view. *Added controller methods to try and deal with Login and Register. **Broken commit.
06/11/2015 00:10	"*Updated the Namespace for the AccountViewModel and ManageViewModel to reflect the folder changes, it has updated the relevent files fortunately."
06/11/2015 00:06	"*Added the ViewModels into their own folder, seen no problems as yet, but expecting to have to update a few things to reflect the changes."
05/11/2015 23:58	"*Tried to thin out a lot of code that will be unused from the AccountController and ManageController into the Misc Folder, and the revelant views that shouldn't be used have been migrated out as well."
05/11/2015 19:58	*Added full screen image to the Welcome page. *Added JavaScript and Image directories.
05/11/2015 19:17	"*Removed a rough line that appeared and seemed to be stopping the application from running. *Added a Modal to the Welcome page, that you cannot click through."
05/11/2015 18:53	"*Updated the Project, including Boostrap. *Added a Welcome Controller and Index page."
05/11/2015 18:21	*Updated some basic parts of the _Layout Page. *Updated port numbers for SQL Server.
05/11/2015 14:56	*Added Migration Commands guide.
05/11/2015 14:43	*Set up Migrations for both the Application and the Entities. *Added Seed data to Entities folder.
05/11/2015 14:28	*Removed the migrations. *Updated jQuery.Validate.
04/11/2015 20:53	*Added working data to the Seed Method and confirmed working. *Made some changes to Entities Organisation and TicketPriority to allow the values that are wanted.
03/11/2015 22:08	"*Re-Enabled Migrations, fixed a possible problem with Primary Keys being required, but not provided. *Added default values to everything not required. *Ran Initial Migration with nothing in the Seed Method."
03/11/2015 21:29	"*Readded Migrations, assume problems lied either with Seed Method, or problems that the Package Manager Console was having than an update appeared to iron out."
03/11/2015 20:48	*Enabled Migrations. *Added some seed data for the main required areas.
02/11/2015 23:11	*Added Constructor to hopefully link up the DbContext with the connection string.
02/11/2015 22:47	"*Updated Entities, added Relationships. *Briefly tested the relationships via the Entity Framework View Entity Data Model view. *Added the data context."
02/11/2015 20:14	*Added the initial entities.
31/10/2015 16:20	"*Updated iQuery, WebGrease, Newtonsoft.Json."
31/10/2015 16:09	*Added a blank ASP.NET MVC4 Project.
26/10/2015 23:39	*Added Untracked file.
26/10/2015 23:38	*Added and tested a REST API example that will get the JSON from TFS.
26/10/2015 22:45	*Added Console Project to test communication with the TFS Server. *Added a working test that talks to TFS and gets information on the latest commit.
24/10/2015 13:49	Merge branch 'master' of https://apboyce.visualstudio.com/defaultcollection/_git/University%20-%20Development%20Project
24/10/2015 13:49	*Added a blank Solution to start adding prototype projects.
24/10/2015 12:43	Added file Readme.md
